filename,node_count,genetic_count,aca_count,gnn_count,networkx_count
graph_20251114_113817.clq,98,15,15
graph_20251115_035356.clq,98,27,27
graph_20251114_162930.clq,98,36,36
graph_20251114_213150.clq,98,34,35
graph_20251115_032949.clq,90,22,23
graph_20251115_014108.clq,95,20,20
graph_20251114_211009.clq,93,36,36
graph_20251114_150603.clq,95,15,15
graph_20251114_190703.clq,91,15,15
graph_20251114_202124.clq,94,34,34
graph_20251114_212744.clq,100,19,19
graph_20251114_212338.clq,97,19,19
graph_20251114_183445.clq,95,14,14
graph_20251114_111548.clq,99,19,19
graph_20251114_093049.clq,96,27,27
graph_20251114_203926.clq,93,17,17
graph_20251114_194607.clq,93,22,22
graph_20251114_132405.clq,90,25,25
graph_20251114_213934.clq,91,21,21
graph_20251115_010414.clq,95,29,29
graph_20251114_214707.clq,98,41,42
graph_20251114_145505.clq,92,13,14
graph_20251114_152649.clq,99,30,30
graph_20251114_130604.clq,96,16,16
graph_20251114_151918.clq,97,26,26
graph_20251114_103220.clq,93,20,20
graph_20251114_185559.clq,97,29,29
graph_20251114_100832.clq,97,15,15
graph_20251114_150727.clq,100,34,34
graph_20251114_223634.clq,97,17,17
graph_20251114_094754.clq,94,15,15
graph_20251114_152801.clq,92,24,24
graph_20251114_231719.clq,98,17,17
graph_20251114_134702.clq,96,16,16
graph_20251114_112619.clq,91,16,17
graph_20251114_235137.clq,99,32,32
graph_20251114_115731.clq,95,18,18
graph_20251114_212020.clq,100,17,17
graph_20251114_160803.clq,96,38,38
graph_20251114_234353.clq,98,14,15
graph_20251115_000359.clq,95,22,22
graph_20251115_041726.clq,94,22,22
graph_20251114_130702.clq,93,17,17
graph_20251114_093936.clq,96,16,16
graph_20251114_170849.clq,95,18,18
graph_20251114_161508.clq,97,26,26
graph_20251115_014013.clq,91,16,16
graph_20251114_110919.clq,99,41,41
graph_20251114_093231.clq,94,15,15
graph_20251115_004749.clq,96,25,25
graph_20251115_014102.clq,90,16,16
graph_20251114_222609.clq,92,16,16
graph_20251114_204205.clq,98,22,22
graph_20251114_133511.clq,100,29,29
graph_20251114_212826.clq,96,23,23
graph_20251114_173429.clq,92,20,20
graph_20251114_132422.clq,100,18,18
graph_20251114_202842.clq,97,18,18
graph_20251114_202418.clq,95,40,40
graph_20251114_075922.clq,99,16,16
graph_20251114_150523.clq,94,14,14
graph_20251114_140123.clq,91,30,31
graph_20251114_160429.clq,91,25,25
graph_20251115_011020.clq,90,17,17
graph_20251115_015020.clq,95,40,40
graph_20251114_131414.clq,100,22,22
graph_20251114_171255.clq,98,18,18
graph_20251114_173537.clq,92,20,20
graph_20251114_150014.clq,98,22,22
graph_20251114_144650.clq,97,16,16
graph_20251114_171342.clq,93,26,26
graph_20251114_114836.clq,95,16,16
graph_20251114_102506.clq,100,20,20
graph_20251115_033151.clq,99,18,18
graph_20251115_001822.clq,100,24,24
graph_20251115_004957.clq,92,18,18
graph_20251114_203730.clq,92,15,15
graph_20251114_144837.clq,91,21,21
graph_20251114_193510.clq,95,36,36
graph_20251115_024230.clq,100,36,36
graph_20251114_194509.clq,91,18,18
graph_20251115_013126.clq,92,29,29
graph_20251114_222828.clq,97,18,18
graph_20251114_221659.clq,90,17,18
graph_20251114_091151.clq,98,34,34
graph_20251114_144241.clq,94,35,35
graph_20251114_092749.clq,95,33,33
graph_20251114_180940.clq,90,20,20
graph_20251114_084118.clq,99,19,19
graph_20251114_214604.clq,100,24,24
graph_20251114_215835.clq,97,21,21
graph_20251114_234936.clq,95,18,18
graph_20251114_110938.clq,96,20,20
graph_20251114_100758.clq,98,22,23
graph_20251114_153533.clq,96,27,28
graph_20251114_115452.clq,95,17,17
graph_20251115_000600.clq,94,36,36
graph_20251115_030006.clq,99,36,36
graph_20251115_041504.clq,90,22,22
graph_20251114_092649.clq,100,43,43
graph_20251114_092950.clq,97,19,20
graph_20251114_082412.clq,92,32,33
graph_20251115_010101.clq,99,26,27
graph_20251114_135518.clq,96,20,20
graph_20251114_125559.clq,99,36,37
graph_20251114_150319.clq,94,23,25
graph_20251114_184154.clq,99,28,28
graph_20251114_185358.clq,97,21,21
graph_20251114_152831.clq,99,29,29
graph_20251114_114636.clq,99,14,14
graph_20251114_225854.clq,98,19,19
graph_20251115_004243.clq,99,42,42
graph_20251114_133733.clq,98,21,21
graph_20251114_235738.clq,100,18,19
graph_20251114_235838.clq,95,21,21
graph_20251114_213449.clq,94,17,17
graph_20251114_233053.clq,99,27,27
graph_20251115_033453.clq,98,32,32
graph_20251114_212236.clq,94,25,25
graph_20251115_010402.clq,100,30,30
graph_20251114_173748.clq,96,20,21
graph_20251114_084924.clq,97,22,22
graph_20251114_163945.clq,92,27,27
graph_20251114_190201.clq,93,17,17
graph_20251115_004047.clq,95,21,21
graph_20251115_013506.clq,99,20,20
graph_20251115_012205.clq,90,16,16
graph_20251115_013942.clq,92,26,26
graph_20251114_135017.clq,92,37,37
graph_20251114_090036.clq,93,26,26
graph_20251115_011906.clq,98,31,31
graph_20251114_145755.clq,95,33,33
graph_20251114_234235.clq,97,31,32
graph_20251114_102511.clq,100,18,18
graph_20251114_160127.clq,99,20,20
graph_20251114_115126.clq,96,24,24
graph_20251114_093113.clq,94,17,17
graph_20251114_153451.clq,99,36,36
graph_20251114_211321.clq,100,16,16
graph_20251114_221806.clq,93,18,18
graph_20251114_131402.clq,93,20,21
graph_20251114_165315.clq,99,18,18
graph_20251114_130300.clq,95,17,17
graph_20251114_233323.clq,92,40,40
graph_20251114_193717.clq,93,33,33
graph_20251114_111425.clq,98,16,16
graph_20251115_001318.clq,91,24,24
graph_20251114_221203.clq,98,21,23
graph_20251114_172815.clq,97,18,18
graph_20251115_041226.clq,92,15,16
graph_20251114_233434.clq,93,15,15
graph_20251114_160300.clq,99,15,15
graph_20251114_122319.clq,93,19,19
graph_20251114_194716.clq,95,38,38
graph_20251115_030933.clq,90,18,18
graph_20251114_124749.clq,95,29,29
graph_20251114_160728.clq,95,24,24
graph_20251114_203728.clq,99,28,28
graph_20251114_223511.clq,96,22,22
graph_20251114_201905.clq,90,15,15
graph_20251115_003308.clq,100,41,41
graph_20251114_122448.clq,90,29,29
graph_20251115_030003.clq,94,15,15
graph_20251114_170922.clq,97,16,16
graph_20251114_171202.clq,92,32,32
graph_20251114_143834.clq,97,21,21
graph_20251115_041859.clq,92,14,14
graph_20251114_093230.clq,99,15,15
graph_20251114_161002.clq,90,20,20
graph_20251114_183429.clq,95,19,19
graph_20251114_091947.clq,92,27,27
graph_20251115_014754.clq,92,28,28
graph_20251114_111307.clq,91,18,18
graph_20251115_020723.clq,97,15,15
graph_20251114_114435.clq,100,26,26
graph_20251114_075721.clq,91,15,15
graph_20251114_163843.clq,93,24,24
graph_20251114_180340.clq,98,28,28
graph_20251114_170220.clq,100,19,19
graph_20251114_215009.clq,95,15,15
graph_20251115_034653.clq,95,16,16
graph_20251114_140223.clq,90,24,24
graph_20251114_213129.clq,99,34,34
graph_20251115_020349.clq,95,17,18
graph_20251114_081153.clq,93,33,34
graph_20251114_210233.clq,91,18,18
graph_20251114_100447.clq,97,18,18
graph_20251114_125400.clq,98,20,20
graph_20251115_031747.clq,100,25,25
graph_20251114_153651.clq,100,16,16
graph_20251114_195820.clq,94,16,16
graph_20251114_205839.clq,93,16,16
graph_20251115_035354.clq,91,39,40
graph_20251115_035457.clq,94,17,17
graph_20251115_004344.clq,93,15,15
graph_20251115_041304.clq,94,17,17
graph_20251114_170317.clq,98,17,17
graph_20251115_015724.clq,96,23,23
graph_20251114_214751.clq,90,30,30
graph_20251114_182745.clq,91,32,32
graph_20251114_160159.clq,90,38,38
graph_20251114_194121.clq,95,31,31
graph_20251114_133730.clq,97,38,39
graph_20251115_011738.clq,92,30,30
graph_20251114_115238.clq,98,40,40
graph_20251114_190101.clq,98,24,25
graph_20251115_010100.clq,90,17,17
graph_20251114_123224.clq,100,18,18
graph_20251114_214541.clq,99,23,23
graph_20251115_010816.clq,94,20,20
graph_20251114_193627.clq,91,19,19
graph_20251114_220548.clq,90,37,37
graph_20251115_021824.clq,95,36,36
graph_20251114_125157.clq,90,27,28
graph_20251114_191002.clq,99,19,20
graph_20251114_210456.clq,92,25,25
graph_20251114_173738.clq,97,15,15
graph_20251115_040218.clq,98,15,15
graph_20251114_155256.clq,100,21,21
graph_20251114_163231.clq,95,31,31
graph_20251115_020514.clq,91,18,18
graph_20251114_210334.clq,94,26,26
graph_20251114_130100.clq,95,19,19
graph_20251114_154252.clq,100,31,31
graph_20251115_032324.clq,95,21,21
graph_20251114_182036.clq,92,17,17
graph_20251114_204735.clq,95,16,16
graph_20251114_144442.clq,97,26,26
graph_20251114_081125.clq,99,27,27
graph_20251114_210958.clq,100,17,17
graph_20251114_112832.clq,96,17,17
graph_20251114_135417.clq,90,25,25
graph_20251114_135501.clq,98,18,18
graph_20251114_184748.clq,98,27,27
graph_20251115_015000.clq,93,29,30
graph_20251115_034754.clq,95,14,14
graph_20251114_080825.clq,90,25,25
graph_20251114_212447.clq,90,16,16
graph_20251114_202015.clq,93,19,19
graph_20251114_082107.clq,95,30,30
graph_20251114_091547.clq,97,16,16
graph_20251115_005510.clq,94,17,17
graph_20251114_080228.clq,98,16,18
graph_20251114_230504.clq,98,16,16
graph_20251114_204229.clq,100,38,38
graph_20251114_152549.clq,94,21,21
graph_20251114_223433.clq,92,19,19
graph_20251115_005607.clq,95,21,21
graph_20251114_120431.clq,96,18,18
graph_20251114_200503.clq,98,32,32
graph_20251115_040940.clq,91,30,30
graph_20251114_150035.clq,92,17,17
graph_20251115_025354.clq,94,18,18
graph_20251114_112530.clq,99,18,18
graph_20251114_164314.clq,92,33,33
graph_20251114_173011.clq,90,26,26
graph_20251114_201024.clq,100,24,24
graph_20251115_032449.clq,98,18,18
graph_20251114_152148.clq,90,15,15
graph_20251114_153129.clq,98,34,34
graph_20251114_143255.clq,93,29,29
graph_20251115_031246.clq,93,20,20
graph_20251115_010903.clq,95,17,17
graph_20251114_220254.clq,97,33,33
graph_20251114_172831.clq,95,15,15
graph_20251114_105315.clq,91,24,24
graph_20251114_204844.clq,99,42,42
graph_20251114_184216.clq,98,16,16
graph_20251115_010201.clq,91,21,21
graph_20251114_143429.clq,95,40,40
graph_20251114_102811.clq,98,33,33
graph_20251114_143936.clq,90,15,15
graph_20251114_172722.clq,91,21,21
graph_20251115_022100.clq,95,24,25
graph_20251114_233132.clq,93,21,21
graph_20251114_082310.clq,90,24,24
graph_20251114_080423.clq,95,17,17
graph_20251114_140623.clq,98,28,28
graph_20251114_141801.clq,97,18,18
graph_20251114_082120.clq,95,19,19
graph_20251114_180640.clq,90,34,34
graph_20251114_174650.clq,95,32,32
graph_20251114_105819.clq,98,18,18
graph_20251114_212642.clq,94,19,19
graph_20251114_194058.clq,97,14,14
graph_20251114_093533.clq,99,28,28
graph_20251114_101907.clq,92,27,27
graph_20251114_224011.clq,94,16,16
graph_20251114_133230.clq,100,18,18
graph_20251114_124958.clq,99,36,36
graph_20251115_025306.clq,93,16,16
graph_20251114_142928.clq,95,23,23
graph_20251114_203327.clq,95,22,22
graph_20251114_151502.clq,99,26,26
graph_20251114_200806.clq,91,20,20
graph_20251114_164249.clq,90,24,24
graph_20251114_211614.clq,100,33,33
graph_20251114_144530.clq,92,21,21
graph_20251114_143430.clq,94,38,38
